1312	I'm Guybrush.  You tried to sell me the minutes of a PTA meeting in the last game, claiming it was a map.
1348	I think you're overlooking the potential symbolism to be gained by your closeness to the earth.
1378	Give me money for the polish.
1421	That you should bore passers-by to tears with long stories?
1453	Pretty please with sugar, nuts, a cherry, and chocolate sprinkles?
1583	What's the problem with that Largo guy?
1585	How much wood could a woodchuck chuck if a woodchuck could chuck wood?
1610	But if a woodchuck could chuck and would chuck some amount of wood, what amount of wood would a woodchuck chuck?
1613	A woodchuck should chuck if a woodchuck could chuck wood, as long as a woodchuck would chuck wood.
1625	`Stan's Kozy Krypts-- A Place to Spend Eternity, Not a Fortune.`
1629	`Stan's Casual Crosses:
1657	`Here lies Daredevil \nJim McDow.
1658	Hand of steel, leg of wood...... \nJim took every risk he could.
1659	A life of action--that was Jim's.\nToo bad he ran out of limbs.`
1660	`No man commanded Jean Louise. \nNot on land, and not on water.
1661	Jean did whatever he did please, \nUntil he kissed the gunner's daughter.`
1662	`Marco Largo LaGrande, \nHell on sea or sand.
1663	The good news is, he's dead. \nThe bad news is, he bred.`
1830	c/o  LeChuck's Island Getaway & Spa
1880	`Ash-2-Life
1883	`Eau d'Mojo
1888	`Golden Tongue
1890	`Tender-touch Pirate Powder
1896	`Ash-2-Life
1946	Wally sent me to pick up some love potion.
1948	I really could use that re-vitalizing creme.
1950	About that jar I was looking at...
1951	Do I know you from somewhere?
1954	Why don't you just put a curse on Largo?
2061	I have this pearly-white bra.
2062	I have this clean, white shirt
2119	What can I do?
2120	Where can I hide?
2123	You're already doing all that you can.
2168	Would you like my monocle?
2169	Would you like my money?
2170	Would you like this?
2289	That's right.  I'm the man who swashed the Ghost Pirate LeChuck's buckles.
2291	No, my name is Smith.  You must have me confused with someone else.
2298	Err... I must have left it in my other pants.
2300	Look behind you, a three-headed monkey!
2308	Am I under arrest?
2309	I'm really very busy.  Could we do this another time?
2320	Would you like to hear the story of the time I blew LeChuck's top?
2335	Such as why there's a wanted poster on the wharf with my picture on it?
2383	I guess that bounty would buy a lot of bacon grease and pure fat, huh?
2391	I'll be back!
2392	I'll be BACK!
2393	I'LL be back!
2394	I'll BE back!
2458	I said, hands off my fishing rod.
2461	I said, hands off my fishing rod.
2464	I said, hands off my fishing rod.
2467	I said, hands off my fishing rod.
2484	Oh, I beg to differ with you:
2500	The fish you catch are so small you'd need tweezers to throw them back.
2519	I think you're just trying to get your hands on my fishing pole.
2535	...I'll GIVE you my prize-winning fishing pole.
2546	You mean, on rice with a little wasabi and soy sauce?
2557	It's a revolting idea.  I can't think of anything I'd less rather do.
2564	I am really looking forward to making you eat my catch.
2574	Think I'll drop a line right here.
2686	Want to hear a fantastic ghost story?
2694	Why do you have a model lighthouse here?
2701	Why do you need a lighthouse?
2722	Well... no.
2944	I don't know, what have you got?
2974	Ummm... twenty-one.
2975	Errrr... twenty-one.
3056	Says here the Mad Monkey sank at 33 North...
3057	Says here the Mad Monkey sank at 34 North...
3058	Says here the Mad Monkey sank at 35 North...
3059	Says here the Mad Monkey sank at 36 North...
3060	Says here the Mad Monkey sank at 37 North...
3061	Says here the Mad Monkey sank at 38 North...
3062	Says here the Mad Monkey sank at 39 North...
3063	Says here the Mad Monkey sank at 40 North...
3064	Says here the Mad Monkey sank at 41 North...
3065	Says here the Mad Monkey sank at 42 North...
3066	...82 West.
3067	...83 West.
3068	...84 West.
3069	...85 West.
3070	...86 West.
3071	...87 West.
3072	...88 West.
3073	...89 West.
3074	...90 West.
3075	...91 West.
3076	Says here the Mad Monkey sank at {var:global_100}N, {var:global_483}W.
3300	Here's an interesting one: the Junior Ultra Soldier Commando Assault Vehicle.
3390	`Zelda Carbuncle Tells All`. Hmmm, I'll have to remember that.
3391	`Animatronics`. Hmmm, I'll have to remember that.
3392	`Under the Surface`. Hmmm, I'll have to remember that.
3393	`X Never Marks the Spot`. Hmmm, I'll have to remember that.
3394	`Vagueness as an Art Form`. Hmmm, I'll have to remember that.
3395	`Idealism or Surrealism?`. Hmmm, I'll have to remember that.
3396	`Beverages for Everyone`. Hmmm, I'll have to remember that.
3397	`Both Hands Empty`. Hmmm, I'll have to remember that.
3398	`Both Hands Moving`. Hmmm, I'll have to remember that.
3399	`Both Heads Empty`. Hmmm, I'll have to remember that.
3400	`A Fistful of Barnacles`. Hmmm, I'll have to remember that.
3401	`Lick the Silver Spoon`. Hmmm, I'll have to remember that.
3402	`Me and Blackbeard`. Hmmm, I'll have to remember that.
3403	`The Time I Blew Up LeChuck`. Hmmm, I'll have to remember that.
3404	`Yikes!`. Hmmm, I'll have to remember that.
3405	`Unusual Birthmarks`. Hmmm, I'll have to remember that.
3406	`Breakfast at Meathook's`. Hmmm, I'll have to remember that.
3407	`How to Make Friends and Influence People`. Hmmm, I'll have to remember that.
3408	`How to Serve Your Fellow Man`. Hmmm, I'll have to remember that.
3409	`Guide to Cheeses of the World`. Hmmm, I'll have to remember that.
3410	`The Sinister Beast Under the Bed`. Hmmm, I'll have to remember that.
3411	`Treasury of Pirate Children's Stories`. Hmmm, I'll have to remember that.
3412	`Alfredo and Bill's Excellent Adventure`. Hmmm, I'll have to remember that.
3413	`Damn the Human Torpedo`. Hmmm, I'll have to remember that.
3414	`Great Expectorations`. Hmmm, I'll have to remember that.
3415	`Junk, Junk, and More Junk`. Hmmm, I'll have to remember that.
3416	`Noteworthy Pirate Foods`. Hmmm, I'll have to remember that.
3417	`Viscous Fluids You Can Make at Home`. Hmmm, I'll have to remember that.
3418	`Crochet Eyepatches for Fun and Profit`. Hmmm, I'll have to remember that.
3419	`The Code in My Nose`. Hmmm, I'll have to remember that.
3420	`Great Shipwrecks of Our Century`. Hmmm, I'll have to remember that.
3421	`Fascinating Facts About Scurvy`. Hmmm, I'll have to remember that.
3422	`Shipboard Diseases`. Hmmm, I'll have to remember that.
3423	`Dog English Dictionary`. Hmmm, I'll have to remember that.
3424	`Preparing for the Pirate Aptitude Test`. Hmmm, I'll have to remember that.
3425	`Quiet on the Set`. Hmmm, I'll have to remember that.
3426	`Tomato Worms`. Hmmm, I'll have to remember that.
3427	`Origins of Pirate Words`. Hmmm, I'll have to remember that.
3428	`Summer Swashbuckling Fashions`. Hmmm, I'll have to remember that.
3429	`E Ticket`. Hmmm, I'll have to remember that.
3430	`Five More Than I Needed`. Hmmm, I'll have to remember that.
3431	`Hedgehog Days`. Hmmm, I'll have to remember that.
3432	`Not So Much as a Doubloon`. Hmmm, I'll have to remember that.
3433	`Very Very Short Stories`. Hmmm, I'll have to remember that.
3434	`Easy Ways to Make Money`. Hmmm, I'll have to remember that.
3435	`Big Book of Fish`. Hmmm, I'll have to remember that.
3436	`Limpet Fishing: The Lost Art`. Hmmm, I'll have to remember that.
3437	`I Married A Muenster`. Hmmm, I'll have to remember that.
3438	`Life-Size and Larger`. Hmmm, I'll have to remember that.
3439	`Rats as a Protein Source`. Hmmm, I'll have to remember that.
3440	`Hal Barwood on Monkey 2`. Hmmm, I'll have to remember that.
3441	`Fan-Tan Fanatic`. Hmmm, I'll have to remember that.
3442	`Kings of Shuffleboard`. Hmmm, I'll have to remember that.
3443	`My Mother the Cart`. Hmmm, I'll have to remember that.
3444	`How to Make a Jackalope`. Hmmm, I'll have to remember that.
3445	`Properties of the Elliptic Hyperboloid`. Hmmm, I'll have to remember that.
3446	`When I Blew Up LeChuck`. Hmmm, I'll have to remember that.
3447	`Where I Blew Up LeChuck`. Hmmm, I'll have to remember that.
3448	`Why I Blew Up LeChuck`. Hmmm, I'll have to remember that.
3449	`The Shirt Off My Back`. Hmmm, I'll have to remember that.
3450	`Popular Punishments for Grave Robbers`. Hmmm, I'll have to remember that.
3451	`I Am Blackbeard's Liver`. Hmmm, I'll have to remember that.
3452	`Careful With Those Cannonballs!`. Hmmm, I'll have to remember that.
3453	`Rememberance of Molly`. Hmmm, I'll have to remember that.
3454	`Bad Puns For Bad Pirates`. Hmmm, I'll have to remember that.
3455	`Dumb Pirate Jokes`. Hmmm, I'll have to remember that.
3456	`So You're Going To Be Executed...`. Hmmm, I'll have to remember that.
3457	`Pirates' Favorite Ice Cream Flavors`. Hmmm, I'll have to remember that.
3458	`Tikis of the South Pacific`. Hmmm, I'll have to remember that.
3459	`Igloo Construction Made Easy`. Hmmm, I'll have to remember that.
3460	`The New Tax Laws`. Hmmm, I'll have to remember that.
3461	`How to Give Great Indian Burns`. Hmmm, I'll have to remember that.
3462	`The Complex Complex`. Hmmm, I'll have to remember that.
3463	`The Story of Jelly`. Hmmm, I'll have to remember that.
3464	`Our Spineless Cousins`. Hmmm, I'll have to remember that.
3465	`Kangaroo Court`. Hmmm, I'll have to remember that.
3466	`Cow-Tipping Enthusiast`. Hmmm, I'll have to remember that.
3467	`My Karma Just Ran Over Your Dogma`. Hmmm, I'll have to remember that.
3468	`Keelhauling: Methodology and Practice`. Hmmm, I'll have to remember that.
3469	`The Little Organ That Could`. Hmmm, I'll have to remember that.
3470	`Kleptomania`. Hmmm, I'll have to remember that.
3471	`Hip Lingo for Pirates`. Hmmm, I'll have to remember that.
3472	`Louse Ranching For Fun and Profit`. Hmmm, I'll have to remember that.
3473	`Afternoon at Meathook's`. Hmmm, I'll have to remember that.
3474	`Rock and Raunch`. Hmmm, I'll have to remember that.
3475	`Damp Damsels of the Deep`. Hmmm, I'll have to remember that.
3476	`The Sailor and the Sea Cow`. Hmmm, I'll have to remember that.
3477	`Theory and Practice of Bone Breakage`. Hmmm, I'll have to remember that.
3478	`Cubic Lemniscate Formulas`. Hmmm, I'll have to remember that.
3479	`The Steath Sailer: Why It Won't Sail`. Hmmm, I'll have to remember that.
3480	`Make Easy Money at Home`. Hmmm, I'll have to remember that.
3481	`The Majesty of the Sierras`. Hmmm, I'll have to remember that.
3482	`Elvis Lives`. Hmmm, I'll have to remember that.
3483	`Greatest Rock Musicians of the Renaissance`. Hmmm, I'll have to remember that.
3484	`Volume First`. Hmmm, I'll have to remember that.
3485	`World's Worst Pirate Songs`. Hmmm, I'll have to remember that.
3486	`Xylophone For Beginners`. Hmmm, I'll have to remember that.
3487	`How Much Wood?`. Hmmm, I'll have to remember that.
3488	`Feeling Good About Narcissism`. Hmmm, I'll have to remember that.
3489	`Confessions of a Narcoleptic`. Hmmm, I'll have to remember that.
3490	`Dynanetics by L. Ron Gilbert`. Hmmm, I'll have to remember that.
3491	`Sounds From Under the Bed`. Hmmm, I'll have to remember that.
3492	`A Definitive Guide to Cartoon Noises`. Hmmm, I'll have to remember that.
3493	`How to Give Great Noogies`. Hmmm, I'll have to remember that.
3494	`A White Picket Fence`. Hmmm, I'll have to remember that.
3495	`Honk If You Have To`. Hmmm, I'll have to remember that.
3496	`Soda Fountains of My Youth`. Hmmm, I'll have to remember that.
3497	`Numerology for Beginners`. Hmmm, I'll have to remember that.
3498	`Use of Nylon by Pirates`. Hmmm, I'll have to remember that.
3499	`More of Me to Love`. Hmmm, I'll have to remember that.
3500	`&$*#!`. Hmmm, I'll have to remember that.
3501	`Favorite Gumbo Recipes`. Hmmm, I'll have to remember that.
3502	`Scourge of the Pizza`. Hmmm, I'll have to remember that.
3503	`There's Always A Rainbow`. Hmmm, I'll have to remember that.
3504	`Our Hairy Cousins`. Hmmm, I'll have to remember that.
3505	`Paper Buffalo`. Hmmm, I'll have to remember that.
3506	`Hear the Sound of My Feet Talking`. Hmmm, I'll have to remember that.
3507	`Deliberance`. Hmmm, I'll have to remember that.
3508	`Rastafarian Philosophy`. Hmmm, I'll have to remember that.
3509	`All about Pillaging`. Hmmm, I'll have to remember that.
3510	`Masters of Pillaging`. Hmmm, I'll have to remember that.
3511	`Pirating Primer`. Hmmm, I'll have to remember that.
3512	`Three Sheets to the Wind`. Hmmm, I'll have to remember that.
3513	`Famous Pirate Quotations`. Hmmm, I'll have to remember that.
3514	`The Joy of Hex`. Hmmm, I'll have to remember that.
3515	`Amour's Agonizing Adieu`. Hmmm, I'll have to remember that.
3516	`Desire's Distasteful Denouement`. Hmmm, I'll have to remember that.
3517	`Fascination's Final Frenzy`. Hmmm, I'll have to remember that.
3518	`Love's Lingering Lassitude`. Hmmm, I'll have to remember that.
3519	`Next To Nothing`. Hmmm, I'll have to remember that.
3520	`Passion's Persistent Presence`. Hmmm, I'll have to remember that.
3521	`Romance's Wretched Residue`. Hmmm, I'll have to remember that.
3522	`Sin's Sordid Swan Song`. Hmmm, I'll have to remember that.
3523	`Yearning's Yellowing Yesterdays`. Hmmm, I'll have to remember that.
3524	`If I Only Had A Drain`. Hmmm, I'll have to remember that.
3525	`Safe Sailing`. Hmmm, I'll have to remember that.
3526	`Lox and Locks`. Hmmm, I'll have to remember that.
3527	`Scabb Island History`. Hmmm, I'll have to remember that.
3528	`Pirates Who Love Too Much`. Hmmm, I'll have to remember that.
3529	`Not Eating People and Feeling Good About It`. Hmmm, I'll have to remember that.
3530	`Killers of the Deep`. Hmmm, I'll have to remember that.
3531	`Modern Shipbuilding`. Hmmm, I'll have to remember that.
3532	`The Hidden Sins of Calculus`. Hmmm, I'll have to remember that.
3533	`Top Seven Deadly Sins`. Hmmm, I'll have to remember that.
3534	`Shiver Me Timbers`. Hmmm, I'll have to remember that.
3535	`Social Darwinism and Social Disease`. Hmmm, I'll have to remember that.
3536	`A Million and One Ways to Play Solitaire`. Hmmm, I'll have to remember that.
3537	`Gift of the Lizard People`. Hmmm, I'll have to remember that.
3538	`Over the Crow's Nest`. Hmmm, I'll have to remember that.
3539	`Walk Thru Walls: The Intelligence Avoider`. Hmmm, I'll have to remember that.
3540	`Subtraction: Addition's Tricky Partner`. Hmmm, I'll have to remember that.
3541	`Operating Without A Net`. Hmmm, I'll have to remember that.
3542	`Why Chicks Dig Tattoos`. Hmmm, I'll have to remember that.
3543	`Tattoo-Related Skin Infections`. Hmmm, I'll have to remember that.
3544	`A Child's First Book of Tattoos`. Hmmm, I'll have to remember that.
3545	`Tea Party Massacre`. Hmmm, I'll have to remember that.
3546	`Beyond Hearts and Question Marks`. Hmmm, I'll have to remember that.
3547	`The Pride of Loch Ness`. Hmmm, I'll have to remember that.
3548	`Thirty Things That Taste Terrific On Toast`. Hmmm, I'll have to remember that.
3549	`Modern Toenail Collector`. Hmmm, I'll have to remember that.
3550	`Collectable Toy Trucks`. Hmmm, I'll have to remember that.
3551	`The Caribbean on No Dollars A Day`. Hmmm, I'll have to remember that.
3552	`Big Whoop: Unclaimed Bonanza or Myth?`. Hmmm, I'll have to remember that.
3553	`Anaesthetics For Deciduous Trees`. Hmmm, I'll have to remember that.
3554	`Why People Shouldn't Write Trilogies`. Hmmm, I'll have to remember that.
3555	`Why People Won't Read Trilogies`. Hmmm, I'll have to remember that.
3556	`Why People Write Trilogies Anyway`. Hmmm, I'll have to remember that.
3557	`Dessert Recipes for Tripe Lovers`. Hmmm, I'll have to remember that.
3558	`Why You Shouldn't Worry About Ulcers`. Hmmm, I'll have to remember that.
3559	`Giant Umbrellas and Other Bits of Art`. Hmmm, I'll have to remember that.
3560	`Wedgies: Harmless Fun Or Sadistic Torture?`. Hmmm, I'll have to remember that.
3561	`Vegetables Children Will Eat`. Hmmm, I'll have to remember that.
3562	`Popular Spectator Sports`. Hmmm, I'll have to remember that.
3563	`101 Vices`. Hmmm, I'll have to remember that.
3564	`Thirty Non-Musical Uses For Your Violin`. Hmmm, I'll have to remember that.
3565	`Things You Can Catch By Reading a Library Book`. Hmmm, I'll have to remember that.
3566	`Patches`. Hmmm, I'll have to remember that.
3567	`Warm All Year Round`. Hmmm, I'll have to remember that.
3568	`Gross Things to Say at Parties`. Hmmm, I'll have to remember that.
3569	`Is It Soup Yet?`. Hmmm, I'll have to remember that.
3570	`Anywhere But My Room`. Hmmm, I'll have to remember that.
3571	`Impact of Yellow on Small Children`. Hmmm, I'll have to remember that.
3572	`Living in Lime`. Hmmm, I'll have to remember that.
3573	`Dancing On Three Legs`. Hmmm, I'll have to remember that.
3574	`The Misunderstood Pet`. Hmmm, I'll have to remember that.
3575	`Opulence as a Social Art`. Hmmm, I'll have to remember that.
3576	`Meet Mr. Tiger`. Hmmm, I'll have to remember that.
3577	`Sniffing the Cork`. Hmmm, I'll have to remember that.
3578	`Out On a Plank`. Hmmm, I'll have to remember that.
3579	`Life Cycle of the Shrew`. Hmmm, I'll have to remember that.
3580	`Hey You Kids, Get Off My Lawn`. Hmmm, I'll have to remember that.
3581	`Pirate's Guide to Caribbean Yacht Clubs`. Hmmm, I'll have to remember that.
3582	`All You Need is the Cap`. Hmmm, I'll have to remember that.
3583	`The Yak is Slow But the Earth Is Patient`. Hmmm, I'll have to remember that.
3584	`The Yearn to Yawn`. Hmmm, I'll have to remember that.
3585	`Interview With A Snowman`. Hmmm, I'll have to remember that.
3586	`Feh, and Other Useful Terms`. Hmmm, I'll have to remember that.
3587	`Yodeling from the Top of the Lungs`. Hmmm, I'll have to remember that.
3588	`Not Quite Really Pudding`. Hmmm, I'll have to remember that.
3589	`At the End of the Rope`. Hmmm, I'll have to remember that.
3590	`Bouncing and Behaving`. Hmmm, I'll have to remember that.
3591	`Spinning at the End of a String`. Hmmm, I'll have to remember that.
3592	`Pirates of the Pleistocene`. Hmmm, I'll have to remember that.
3593	`Zipper Theory`. Hmmm, I'll have to remember that.
3594	`The Most Beautiful Element`. Hmmm, I'll have to remember that.
3595	`Just one of the Primates`. Hmmm, I'll have to remember that.
3596	`Zoo Animals More Intelligent Than Humans`. Hmmm, I'll have to remember that.
3597	`1001 Pirate Songs, a Book You Shouldn't Have`. Hmmm, I'll have to remember that.
3598	Hmmm, I'll have to remember that.
3599	Hmmm, I'll have to remember that.
3600	Hmmm, I'll have to remember that.
3601	Hmmm, I'll have to remember that.
3602	Hmmm, I'll have to remember that.
3656	Could you tell me how the game works again?
3658	How can you make any profit if that guy keeps winning?
3681	We have {string:global_44}...
3683	We have a Free Pass to see The Linguini Brothers Circus...
3684	We have a Three-Day Vacation on Fabulous Hook Island...
3686	We have {string:global_44}!
3687	We have a Free Pass to see The Linguini Brothers Circus!
3688	We have a Three-Day Vacation on Fabulous Hook Island!
3703	I'm pretty tight with cash at the moment...
3803	1 red
3804	2 red
3805	3 red
3806	4 red
3807	5 red
3808	6 red
3809	7 red
3810	8 red
3811	9 red
3812	10 red
3813	11 red
3814	12 red
3815	13 red
3816	14 red
3817	15 red
3818	16 red
3819	17 red
3820	18 red
3821	19 red
3822	20 red
3823	21 red
3824	22 red
3825	22 red
3826	23 red
3827	24 red
3828	25 red
3829	26 red
3830	27 red
3831	28 red
3832	29 red
3833	30 red
3834	31 red
3835	32 red
3836	1 black
3837	2 black
3838	3 black
3839	4 black
3840	5 black
3841	6 black
3842	7 black
3843	8 black
3844	9 black
3845	10 black
3846	11 black
3847	12 black
3848	13 black
3849	14 black
3850	15 black
3851	16 black
3852	17 black
3853	18 black
3854	19 black
3855	20 black
3856	21 black
3857	22 black
3858	22 black
3859	23 black
3860	24 black
3861	25 black
3862	26 black
3863	27 black
3864	28 black
3865	29 black
3866	30 black
3867	31 black
3868	32 black
3878	You can have a Free Pass to see The Linguini Brothers Circus!
3879	You can have a Three-Day Vacation on Fabulous Hook Island!
3880	You can have {string:global_44}!
3883	Gimme the MONEY!
3884	I'd love to have the INVITATION!
3885	I really want the CIRCUS TICKET!
3886	I really want the VACATION!
3887	I really want the {string:global_45}!
3888	Got anything else?
3893	He wants a Three-Day Vacation on Fabulous Hook Island!
3894	He wants a Free Pass to see The Linguini Brothers Circus!
3895	He wants {string:global_44}!
3905	1 red.
3906	2 red.
3907	3 red.
3908	4 red.
3909	5 red.
3910	6 red.
3911	7 red.
3912	8 red.
3913	9 red.
3914	10 red.
3915	11 red.
3916	12 red.
3917	13 red.
3918	14 red.
3919	15 red.
3920	16 red.
3921	17 red.
3922	18 red.
3923	19 red.
3924	20 red.
3925	21 red.
3926	22 red.
3927	22 red.
3928	23 red.
3929	24 red.
3930	25 red.
3931	26 red.
3932	27 red.
3933	28 red.
3934	29 red.
3935	30 red.
3936	31 red.
3937	32 red.
3938	1 black.
3939	2 black.
3940	3 black.
3941	4 black.
3942	5 black.
3943	6 black.
3944	7 black.
3945	8 black.
3946	9 black.
3947	10 black.
3948	11 black.
3949	12 black.
3950	13 black.
3951	14 black.
3952	15 black.
3953	16 black.
3954	17 black.
3955	18 black.
3956	19 black.
3957	20 black.
3958	21 black.
3959	22 black.
3960	22 black.
3961	23 black.
3962	24 black.
3963	25 black.
3964	26 black.
3965	27 black.
3966	28 black.
3967	29 black.
3968	30 black.
3969	31 black.
3970	32 black.
3986	1 red.
3987	2 red.
3988	3 red.
3989	4 red.
3990	5 red.
3991	6 red.
3992	7 red.
3993	8 red.
3994	9 red.
3995	10 red.
3996	11 red.
3997	12 red.
3998	13 red.
3999	14 red.
4000	15 red.
4001	16 red.
4002	17 red.
4003	18 red.
4004	19 red.
4005	20 red.
4006	21 red.
4007	22 red.
4008	22 red.
4009	23 red.
4010	24 red.
4011	25 red.
4012	26 red.
4013	27 red.
4014	28 red.
4015	29 red.
4016	30 red.
4017	31 red.
4018	32 red.
4019	1 black.
4020	2 black.
4021	3 black.
4022	4 black.
4023	5 black.
4024	6 black.
4025	7 black.
4026	8 black.
4027	9 black.
4028	10 black.
4029	11 black.
4030	12 black.
4031	13 black.
4032	14 black.
4033	15 black.
4034	16 black.
4035	17 black.
4036	18 black.
4037	19 black.
4038	20 black.
4039	21 black.
4040	22 black.
4041	22 black.
4042	23 black.
4043	24 black.
4044	25 black.
4045	26 black.
4046	27 black.
4047	28 black.
4048	29 black.
4049	30 black.
4050	31 black.
4051	32 black.
4059	...and a Three-Day Vacation on Fabulous Hook Island.
4060	...and a Free Pass to see The Linguini Brothers Circus.
4061	...and {string:global_44}.
4073	1 red.
4074	2 red.
4075	3 red.
4076	4 red.
4077	5 red.
4078	6 red.
4079	7 red.
4080	8 red.
4081	9 red.
4082	10 red.
4083	11 red.
4084	12 red.
4085	13 red.
4086	14 red.
4087	15 red.
4088	16 red.
4089	17 red.
4090	18 red.
4091	19 red.
4092	20 red.
4093	21 red.
4094	22 red.
4095	22 red.
4096	23 red.
4097	24 red.
4098	25 red.
4099	26 red.
4100	27 red.
4101	28 red.
4102	29 red.
4103	30 red.
4104	31 red.
4105	32 red.
4106	1 black.
4107	2 black.
4108	3 black.
4109	4 black.
4110	5 black.
4111	6 black.
4112	7 black.
4113	8 black.
4114	9 black.
4115	10 black.
4116	11 black.
4117	12 black.
4118	13 black.
4119	14 black.
4120	15 black.
4121	16 black.
4122	17 black.
4123	18 black.
4124	19 black.
4125	20 black.
4126	21 black.
4127	22 black.
4128	22 black.
4129	23 black.
4130	24 black.
4131	25 black.
4132	26 black.
4133	27 black.
4134	28 black.
4135	29 black.
4136	30 black.
4137	31 black.
4138	32 black.
4140	1 red it is.
4141	2 red it is.
4142	3 red it is.
4143	4 red it is.
4144	5 red it is.
4145	6 red it is.
4146	7 red it is.
4147	8 red it is.
4148	9 red it is.
4149	10 red it is.
4150	11 red it is.
4151	12 red it is.
4152	13 red it is.
4153	14 red it is.
4154	15 red it is.
4155	16 red it is.
4156	17 red it is.
4157	18 red it is.
4158	19 red it is.
4159	20 red it is.
4160	21 red it is.
4161	22 red it is.
4162	22 red it is.
4163	23 red it is.
4164	24 red it is.
4165	25 red it is.
4166	26 red it is.
4167	27 red it is.
4168	28 red it is.
4169	29 red it is.
4170	30 red it is.
4171	31 red it is.
4172	32 red it is.
4173	1 black it is.
4174	2 black it is.
4175	3 black it is.
4176	4 black it is.
4177	5 black it is.
4178	6 black it is.
4179	7 black it is.
4180	8 black it is.
4181	9 black it is.
4182	10 black it is.
4183	11 black it is.
4184	12 black it is.
4185	13 black it is.
4186	14 black it is.
4187	15 black it is.
4188	16 black it is.
4189	17 black it is.
4190	18 black it is.
4191	19 black it is.
4192	20 black it is.
4193	21 black it is.
4194	22 black it is.
4195	22 black it is.
4196	23 black it is.
4197	24 black it is.
4198	25 black it is.
4199	26 black it is.
4200	27 black it is.
4201	28 black it is.
4202	29 black it is.
4203	30 black it is.
4204	31 black it is.
4205	32 black it is.
4206	{var:global_269} {string:global_39} it is.
4221	You0xA0are0xA0starting0xA0to0xA0annoy0xA0me.
4257	I don't know.  A million?
4261	Are you trying to confuse me?
4284	What!  You don't remember me?
4290	Umm...  Sorry...
4295	The winning number will be 1 red.
4296	The winning number will be 2 red.
4297	The winning number will be 3 red.
4298	The winning number will be 4 red.
4299	The winning number will be 5 red.
4300	The winning number will be 6 red.
4301	The winning number will be 7 red.
4302	The winning number will be 8 red.
4303	The winning number will be 9 red.
4304	The winning number will be 10 red.
4305	The winning number will be 11 red.
4306	The winning number will be 12 red.
4307	The winning number will be 13 red.
4308	The winning number will be 14 red.
4309	The winning number will be 15 red.
4310	The winning number will be 16 red.
4311	The winning number will be 17 red.
4312	The winning number will be 18 red.
4313	The winning number will be 19 red.
4314	The winning number will be 20 red.
4315	The winning number will be 21 red.
4316	The winning number will be 22 red.
4317	The winning number will be 22 red.
4318	The winning number will be 23 red.
4319	The winning number will be 24 red.
4320	The winning number will be 25 red.
4321	The winning number will be 26 red.
4322	The winning number will be 27 red.
4323	The winning number will be 28 red.
4324	The winning number will be 29 red.
4325	The winning number will be 30 red.
4326	The winning number will be 31 red.
4327	The winning number will be 32 red.
4328	The winning number will be 1 black.
4329	The winning number will be 2 black.
4330	The winning number will be 3 black.
4331	The winning number will be 4 black.
4332	The winning number will be 5 black.
4333	The winning number will be 6 black.
4334	The winning number will be 7 black.
4335	The winning number will be 8 black.
4336	The winning number will be 9 black.
4337	The winning number will be 10 black.
4338	The winning number will be 11 black.
4339	The winning number will be 12 black.
4340	The winning number will be 13 black.
